instance_id,x_m,y_m,diameter_m,size_class,material_type,source_type,crater_zone,analysis_crater_zone,dominant_crater_index,normalized_crater_radius,analysis_normalized_crater_radius,distance_to_dominant_crater_center_m,local_slope_deg,local_density_per_m2,acceptance_probability,clump_id,mesh_name,source_file,source_files,world_x_cm,world_y_cm,world_z_cm
60,-78.72554391309228,-43.04111518067902,0.2724519125925075,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,61,1.2844544107476117,1.2844544107476117,2.2929353400590977,0.23231285076969052,0.006686749537592865,1.0,36,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
61,235.77788272356804,203.01693389050084,0.2621321950879954,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,63,2.4632282955349742,2.4632282955349742,4.637798449588843,0.13608507774819256,0.006715024829885214,1.0,37,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
62,-65.08312246959973,-187.0683343471957,0.2671942519208625,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,64,2.2124396986438826,2.2124396986438826,3.3467712485931482,0.1239766316595123,0.006721173610883842,1.0,38,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
63,216.42021416929657,-213.7849280616756,0.2725183820845972,Small,MixedBreccia,crater_ejecta_clump,DistalEjecta,DistalEjecta,66,4.920121977261446,4.920121977261446,8.50634559157234,0.09757894779697329,0.006755709712876484,1.0,39,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
64,166.01837337637699,-173.07509514473048,0.26284615996830557,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,67,1.6945571155052892,1.6945571155052892,2.7504835251980113,0.17262351062560113,0.006756235682827982,1.0,40,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
65,40.869748941121735,183.86108400526138,0.26811077675304396,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,68,2.108008850752397,2.108008850752397,3.393873709126169,0.13943426643314707,0.006785119080555217,1.0,41,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
66,-215.79812815458956,2.1997093723889147,0.2616352432087372,Small,MixedBreccia,crater_ejecta_single,DistalEjecta,DistalEjecta,69,3.0001873858495878,3.0001873858495878,11.563425291588945,0.2178396580891735,0.004524086298809423,1.0,-1,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
67,-222.39092490502907,0.3911582406531664,0.3328164656971414,Medium,MixedBreccia,crater_ejecta_single,ProximalEjecta,ProximalEjecta,69,1.2331372169913646,1.2331372169913646,4.752799825174811,0.5169881343769518,0.004524086298809423,1.0,-1,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
68,-227.582167289068,-6.630046292180727,0.3186414028702552,Medium,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,69,1.3545810472437159,1.3545810472437159,5.220872807839447,0.48652972925843196,0.006786129448214134,1.0,42,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
69,-229.24480739059678,-0.4506077986290007,0.2694949870586105,Small,RegolithCovered,crater_ejecta_clump,CraterFloor,CraterFloor,69,0.6966284774957523,0.6966284774957523,2.6849694100804866,0.3630660968152891,0.006786129448214134,1.0,42,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
70,-231.69298041591108,-1.8179456454949636,0.31886483782313363,Medium,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,69,1.282349880166467,1.282349880166467,4.942476962246115,0.5044221878595353,0.006786129448214134,1.0,42,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
71,-233.13912992289565,-3.969875580337515,0.26357627332730804,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,69,1.7766754732192405,1.7766754732192405,6.847723645152047,0.39396055702620003,0.006786129448214134,1.0,42,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
72,-231.6250794228602,-1.3595503938806837,0.31870264254624014,Medium,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,69,1.2619712873186384,1.2619712873186384,4.863933089601692,0.5095881692170919,0.006786129448214134,1.0,42,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
73,42.61079179601074,183.36162783707283,0.36946202274646883,Medium,MixedBreccia,crater_ejecta_clump,Rim,Rim,71,0.9273505839494587,0.9273505839494587,1.5757574228353277,0.5767525122099642,0.006805829580854947,1.0,43,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
74,-65.29517214662613,-44.60535581058603,0.2705368516488274,Small,MixedBreccia,crater_ejecta_clump,DistalEjecta,DistalEjecta,72,3.8398749693319605,3.8398749693319605,6.795376640081796,0.1001341814295133,0.006810488445345177,1.0,44,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
75,-142.0828659602809,-191.06514308172686,0.26198842565735775,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,74,1.330041008347455,1.330041008347455,2.3208322183106813,0.22355072130894701,0.006841085864363567,1.0,45,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
76,5.3061417418559245,-57.527946299056005,0.2711477819250612,Small,MixedBreccia,crater_ejecta_single,Rim,Rim,76,0.990631328235481,0.990631328235481,2.7352321374792608,0.9404054635223426,0.004587073086320365,1.0,-1,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
77,6.655309142809714,-55.9628244575734,0.35153648594350023,Medium,RegolithCovered,crater_ejecta_clump,CraterFloor,CraterFloor,76,0.28496649649403677,0.28496649649403677,0.7868209868788639,0.2612237398673174,0.006880609629480547,1.0,46,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
78,8.102289697546494,-57.984476766843464,0.2671327152767639,Small,RegolithCovered,crater_ejecta_clump,CraterFloor,CraterFloor,76,0.8291309434912858,0.8291309434912858,2.2893134288973114,0.2612237398673174,0.006880609629480547,1.0,46,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
79,223.46886408721986,-44.81426245321347,0.26692649126119244,Small,MixedBreccia,crater_ejecta_clump,DistalEjecta,DistalEjecta,78,3.7364064851155456,3.7364064851155456,6.873676138489272,0.10450455796555197,0.006896675891870459,1.0,47,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
80,159.22953066261096,-87.27103322792661,0.26590035424914377,Small,MixedBreccia,crater_ejecta_clump,DistalEjecta,DistalEjecta,79,3.6790875939768677,3.6790875939768677,6.437400263785072,0.09942976537231651,0.006904035361442783,1.0,48,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
81,-217.16382091524022,-186.8258118896824,0.3509550732944683,Medium,MixedBreccia,crater_ejecta_clump,Rim,Rim,81,1.140442180896467,1.140442180896467,2.2183959440039698,0.6635688562486957,0.006915301890959631,1.0,49,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
82,-212.8052035057408,-188.23728724840853,0.2618901171728069,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,81,1.7920257276707656,1.7920257276707656,3.485860723505184,0.19848023942017795,0.006915301890959631,1.0,49,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
83,104.04712090119165,-237.22786713385204,0.36989143627773846,Medium,MixedBreccia,crater_ejecta_clump,Rim,Rim,82,0.9949233616366435,0.9949233616366435,2.260732823142403,0.7751724679987534,0.006916238620920707,1.0,50,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
84,101.92951673267588,-233.11538322625813,0.2727483735999725,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,82,2.5864069080018397,2.5864069080018397,5.877010447622259,0.15585901891359358,0.006916238620920707,1.0,50,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
85,-102.75967505036289,-4.0216622977802885,0.2709613163819371,Small,RegolithCovered,crater_ejecta_clump,CraterFloor,CraterFloor,83,0.61842214702233,0.61842214702233,1.1364168034257534,0.17419465335956094,0.006923623542385467,1.0,51,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
86,217.44772067094277,-108.64404938621111,0.265818702244197,Small,MixedBreccia,crater_ejecta_clump,DistalEjecta,DistalEjecta,85,3.616316494801174,3.616316494801174,8.108255557697733,0.12769756892370343,0.006953430064489117,1.0,52,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
87,209.8934198872912,-110.7735261287142,0.4937370970254041,Medium,MixedBreccia,crater_ejecta_clump,Rim,Rim,85,0.937619405695797,0.937619405695797,2.1022655976509537,0.7661854135422206,0.006953430064489117,1.0,52,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
